timestamp,coin,price_usd,market_cap,volume_24h,change_24h
2025-12-03 23:14:15.341982,bitcoin,93650.0,1867566899096.4136,81174224334.75166,2.229793388469362
2025-12-03 23:14:15.341982,ethereum,3159.15,381173789839.7498,28723625284.264404,5.169358399389415
