date,open,high,low,close,volume,quote_volume,trades,taker_buy_volume,taker_buy_quote,coin
2025-04-17,84030.38,85470.01,83736.26,84947.91,13728.84772,1161659427.386263,2003405,6424.41565,543726754.4187016,Bitcoin
2025-04-17,1577.15,1616.96,1563.2,1583.62,449870.3628,716711483.143345,1871114,226961.4241,361610704.8212311,Ethereum
2025-04-18,84947.92,85132.08,84303.96,84474.69,6529.96315,552648483.6474872,840009,2911.78856,246467088.2621466,Bitcoin
2025-04-18,1583.63,1600.64,1573.54,1588.6,200409.0359,317931022.839473,889028,99073.5374,157166748.966902,Ethereum
2025-04-19,84474.7,85677.99,84364.45,85077.01,9666.58153,823222752.2842493,875226,5416.30087,461342923.999082,Bitcoin
2025-04-19,1588.6,1631.81,1585.01,1613.27,223096.3899,358254845.712294,1762563,119856.3027,192451022.067047,Ethereum
2025-04-20,85077.0,85320.76,83949.52,85179.24,8091.67725,685253644.8918362,944130,3843.48314,325482835.7378329,Bitcoin
2025-04-20,1613.26,1619.19,1565.59,1587.36,276052.2306,438377495.975152,1913811,138393.3947,219774032.482756,Ethereum
2025-04-21,85179.24,88465.99,85144.76,87516.23,31773.37262,2773299591.467066,3041395,17216.39877,1502705225.134135,Bitcoin
2025-04-21,1587.36,1658.75,1564.07,1579.57,691486.6667,1117358203.868595,4257816,349723.7779,565324291.159292,Ethereum
2025-04-22,87516.22,93888.0,87076.03,93442.99,43872.74705,3967785064.1281695,3268475,22777.77047,2062639579.2030847,Bitcoin
2025-04-22,1579.57,1778.0,1537.26,1756.26,1103036.9586,1833852783.080129,3841594,570956.5969,949980453.538352,Ethereum
2025-04-23,93442.99,94696.05,91935.41,93691.08,27404.16808,2560279933.947952,3016536,13128.05774,1226992558.5765462,Bitcoin
2025-04-23,1756.25,1834.86,1744.95,1795.07,887545.6316,1590311895.515477,3346263,465865.2367,834633411.499644,Ethereum
2025-04-24,93691.07,94005.0,91660.01,93980.47,19497.06071,1811120137.314679,2797383,8565.18128,795787487.3608981,Bitcoin
2025-04-24,1795.08,1802.82,1722.9,1769.65,483465.0385,851507192.04646,2225460,228156.9812,401904077.51987696,Ethereum
2025-04-25,93980.47,95758.04,92855.96,94638.68,27500.66648,2596877713.640173,3331828,13072.22136,1234153095.7292683,Bitcoin
2025-04-25,1769.64,1827.32,1738.6,1784.6,595610.8894,1063192910.339053,2516748,310119.5698,553732398.650821,Ethereum
2025-04-26,94638.68,95199.0,93870.69,94628.0,9415.06875,889627361.8414446,1475983,4156.22463,392757114.438358,Bitcoin
2025-04-26,1784.6,1841.16,1778.94,1820.88,355068.0442,640645562.865216,1907298,184308.0796,332672166.455174,Ethereum
2025-04-27,94628.0,95369.0,93602.58,93749.3,11162.841,1052334792.1866188,1918160,5250.08719,495112239.1081697,Bitcoin
2025-04-27,1820.87,1857.47,1781.9,1791.29,340332.6435,616122293.308254,2405764,164744.7128,298455924.453593,Ethereum
2025-04-28,93749.29,95630.0,92800.01,95011.18,22157.53351,2092532996.555172,3424740,11626.77592,1098667305.239998,Bitcoin
2025-04-28,1791.29,1827.98,1744.71,1799.88,587269.743,1049690759.152374,2980656,282424.4021,504906960.405928,Ethereum
2025-04-29,95011.18,95461.53,93742.54,94256.82,16955.3402,1607154803.4675477,3020875,7112.68469,674688527.813066,Bitcoin
2025-04-29,1799.88,1842.99,1780.47,1797.81,480456.3884,871685371.749142,2590967,247137.1213,448518545.9332711,Ethereum
2025-04-30,94256.82,95228.45,92910.0,94172.0,17661.2751,1664825670.9831252,3214149,8393.2162,791272380.0312446,Bitcoin
2025-04-30,1797.81,1816.8,1731.7,1793.61,473523.9877,843558998.326332,2468998,224863.7757,400751136.05107903,Ethereum
2025-05-01,94172.0,97424.02,94130.43,96489.91,21380.45343,2053857614.2732675,2925716,10925.87308,1049157198.8587636,Bitcoin
2025-05-01,1793.62,1873.17,1792.52,1838.11,537198.7291,988206595.824892,2398765,284534.1382,523485516.25783294,Ethereum
2025-05-02,96489.9,97895.68,96350.0,96887.14,14905.74811,1446387651.5840576,2698263,7440.33531,722022817.2246199,Bitcoin
2025-05-02,1838.1,1871.0,1813.0,1842.2,410667.875,755324594.318921,2062923,214203.7089,394103918.03934497,Ethereum
2025-05-03,96887.13,96935.67,95753.01,95856.42,9723.34838,935906144.9651498,1181239,3929.4049,378271292.4443145,Bitcoin
2025-05-03,1842.2,1848.6,1810.0,1833.52,213751.5979,391267436.33205694,1135719,102337.2203,187310371.211181,Ethereum
2025-05-04,95856.42,96304.48,94151.38,94277.62,11036.38342,1053542403.8531588,1674726,4385.33486,418573470.8569623,Bitcoin
2025-05-04,1833.52,1849.95,1803.0,1808.86,238254.3564,435999576.565349,1443996,115191.4115,210878994.455424,Ethereum
2025-05-05,94277.61,95199.0,93514.1,94733.68,17251.18189,1626999380.1759968,2623300,8399.64855,792299650.3395202,Bitcoin
2025-05-05,1808.86,1833.55,1781.85,1820.19,342341.0078,619310042.705,1961255,174628.629,315946281.030022,Ethereum
2025-05-06,94733.68,96920.65,93377.0,96834.02,16122.64513,1526847764.5636685,2512960,7505.95734,711372483.6117135,Bitcoin
2025-05-06,1820.19,1820.9,1752.0,1817.0,384584.2451,687049952.313885,2333041,187697.5461,335412217.286639,Ethereum
2025-05-07,96834.02,97732.0,95784.61,97030.5,16644.83854,1611730124.5924544,2849139,8316.74471,805430612.4055353,Bitcoin
2025-05-07,1817.0,1850.0,1787.01,1811.11,456170.0705,831394497.734043,2408512,237181.4755,432215626.27634495,Ethereum
2025-05-08,97030.5,104145.76,96876.29,103261.6,34962.02847,3508645830.5650144,4991147,18547.23009,1861334478.364427,Bitcoin
2025-05-08,1811.11,2226.0,1808.71,2207.39,1473152.686,2976074419.3235407,5616063,774940.4643,1564609175.673035,Ethereum
2025-05-09,103261.61,104361.3,102315.14,102971.99,27617.39907,2847518447.981513,4406929,14525.20381,1497826622.326188,Bitcoin
2025-05-09,2207.39,2490.77,2184.33,2345.04,1667041.0382,3881949928.351723,6885286,816968.732,1901989668.6770115,Ethereum
2025-05-10,102971.99,104984.57,102818.76,104809.53,15324.78611,1588386278.502415,2227845,8258.23478,856095289.5216646,Bitcoin
2025-05-10,2345.04,2600.0,2317.0,2583.23,979350.1606,2393510879.665205,4862978,508011.2632,1242333639.703975,Ethereum
2025-05-11,104809.53,104972.0,103345.06,104118.0,17987.12197,1873381777.2124248,3100176,9071.95578,944903285.107308,Bitcoin
2025-05-11,2583.22,2608.13,2435.51,2514.57,831584.3888,2087255708.689512,4340859,402700.0972,1010999635.269731,Ethereum
2025-05-12,104118.0,105819.45,100718.37,102791.32,31272.77792,3242348937.383069,5298407,16455.99797,1707457796.5881395,Bitcoin
2025-05-12,2514.58,2624.0,2406.63,2495.47,1068680.9433,2694150708.6427608,5441783,534397.3204,1347640836.766131,Ethereum
2025-05-13,102791.32,104976.25,101429.7,104103.72,21253.42409,2197244118.1523666,3703531,10705.97845,1106609664.707795,Bitcoin
2025-05-13,2495.48,2738.5,2415.3,2679.71,1031355.6465,2653880363.305381,4666012,569632.7662,1468803335.988289,Ethereum
2025-05-14,104103.72,104356.95,102602.05,103507.82,16452.9081,1704708279.3884108,3025221,8026.03333,831783471.654361,Bitcoin
2025-05-14,2679.71,2725.99,2547.26,2609.74,830047.1122,2183890526.340228,4181188,413256.8419,1088633834.584732,Ethereum
2025-05-15,103507.83,104192.7,101383.07,103763.71,17998.98604,1850183474.529204,4139477,8475.18036,871244345.564136,Bitcoin
2025-05-15,2609.75,2647.03,2476.03,2548.69,768954.0332,1963827790.236602,4305508,396304.5157,1012773316.797603,Ethereum
2025-05-16,103763.71,104550.33,103100.49,103463.9,15683.88024,1628832372.324148,3237442,7555.15801,784850382.1942747,Bitcoin
2025-05-16,2548.7,2649.31,2529.4,2537.12,605953.6919,1568128704.046345,3310498,323624.7041,837990689.5669379,Ethereum
2025-05-17,103463.9,103709.86,102612.5,103126.65,11250.89622,1160418362.950618,2568597,5335.11525,550379728.7338501,Bitcoin
2025-05-17,2537.13,2538.16,2446.42,2475.08,494333.2782,1227578098.31878,2950197,227882.8455,566013389.009042,Ethereum
2025-05-18,103126.65,106660.0,103105.09,106454.26,21599.98726,2262214972.0749383,3193300,11664.89904,1221914552.0552013,Bitcoin
2025-05-18,2475.09,2587.61,2323.21,2497.78,810103.1851,2001441345.4342968,3416878,400896.368,990832542.382129,Ethereum
2025-05-19,106454.27,107108.62,102000.0,105573.74,30260.03524,3150324504.595452,4881371,14208.309,1480452895.0841565,Bitcoin
2025-05-19,2497.78,2547.36,2348.38,2528.14,861747.523,2109843607.573324,4757453,431712.8465,1057907975.585551,Ethereum
2025-05-20,105573.73,107320.0,104184.72,106849.99,23705.48275,2509102444.6695986,3878351,12350.46275,1307273652.3895233,Bitcoin
2025-05-20,2528.14,2588.63,2442.4,2524.19,676989.1747,1703522806.130449,3816684,338210.0092,851893459.669116,Ethereum
2025-05-21,106850.0,110797.38,106100.01,109643.99,45531.040345,4914709514.320026,6835279,23661.649395,2555528481.098726,Bitcoin
2025-05-21,2524.19,2615.95,2452.2,2550.99,1095890.2902,2780015740.832861,5568312,550624.5604,1397549396.349744,Ethereum
2025-05-22,109643.99,111980.0,109177.37,111696.21,31630.77313,3509432834.573417,5794216,16584.56293,1840083098.5827856,Bitcoin
2025-05-22,2551.0,2692.99,2544.83,2664.82,852555.6669,2246807632.745271,5196535,448569.1098,1182067855.833156,Ethereum
2025-05-23,111696.22,111800.0,106800.0,107318.3,31737.72309,3469704446.3904047,5251192,14309.31652,1565622441.187517,Bitcoin
2025-05-23,2664.83,2734.23,2498.3,2526.5,971442.4532,2537338702.615742,5450420,473528.1684,1237163443.755829,Ethereum
2025-05-24,107318.3,109506.03,106875.41,107761.91,16782.53129,1819958819.7748585,2805418,8786.90747,953683093.321657,Bitcoin
2025-05-24,2526.49,2575.85,2515.08,2530.4,257544.2344,656038924.220513,2090724,128007.8604,326091787.487667,Ethereum
2025-05-25,107761.9,109299.99,106600.64,109004.19,17710.04695,1904366455.425858,3151168,7867.16712,846688135.0097136,Bitcoin
2025-05-25,2530.41,2554.26,2463.0,2551.22,359890.0299,901956598.724874,2556052,170482.1859,427565947.98883694,Ethereum
2025-05-26,109004.2,110422.22,108670.58,109434.79,14649.11593,1605578282.1079032,2887863,7301.11288,800269021.1922797,Bitcoin
2025-05-26,2551.22,2599.0,2525.86,2563.7,362971.1182,929347758.924527,2374458,175269.0596,448860267.78344494,Ethereum
2025-05-27,109434.78,110718.0,107516.57,108938.17,21276.65635,2327603851.1192646,3735509,9969.89271,1090553624.461599,Bitcoin
2025-05-27,2563.7,2712.36,2509.46,2660.81,798430.8862,2101748442.5248728,4017588,412557.6256,1085725214.202044,Ethereum
2025-05-28,108938.17,109284.7,106769.43,107781.78,15633.78829,1689136748.5130312,2933262,6877.27341,743282966.7207197,Bitcoin
2025-05-28,2660.81,2689.14,2608.5,2681.6,560095.6833,1480645502.351484,3160462,273261.3831,722627732.7578701,Ethereum
2025-05-29,107781.78,108891.91,105322.86,105589.75,19834.70116,2128639017.5081613,3774926,9457.49356,1015173771.5489898,Bitcoin
2025-05-29,2681.61,2788.0,2619.05,2631.39,811567.2545,2189640513.339573,4254669,405459.3733,1094147671.84856,Ethereum
2025-05-30,105589.75,106313.12,103621.0,103985.48,23706.49799,2493078549.591861,4307572,11070.98746,1164158558.6435854,Bitcoin
2025-05-30,2631.39,2649.23,2507.35,2531.34,763045.2564,1976177953.879442,4624552,376566.6772,975743608.339547,Ethereum
2025-05-31,103985.47,104900.0,103068.55,104591.88,11289.35922,1174000801.507038,2343787,5278.95175,548980630.8493577,Bitcoin
2025-05-31,2531.35,2550.34,2475.33,2528.06,394537.2521,994330383.170508,2792146,197180.2806,497000872.32481104,Ethereum
2025-06-01,104591.88,105866.91,103752.49,105642.93,9709.70006,1016188486.9505996,1939359,4640.3507,485683466.9347843,Bitcoin
2025-06-01,2528.06,2547.79,2468.56,2539.21,332021.7088,834842712.2775409,2210246,165557.314,416473007.5078511,Ethereum
2025-06-02,105642.93,105935.63,103659.88,105857.99,13453.98813,1409004206.9863732,2997656,6494.65497,680177826.6144172,Bitcoin
2025-06-02,2539.2,2615.0,2475.0,2607.41,468889.9737,1184963591.471666,3239230,232758.6658,588585524.428128,Ethereum
2025-06-03,105858.0,106794.67,104872.5,105376.89,13259.52634,1402493746.5993218,2470698,6260.22436,662160926.8241225,Bitcoin
2025-06-03,2607.42,2655.38,2575.0,2593.36,454383.0439,1188862077.100825,3098351,228172.36,597147462.454556,Ethereum
2025-06-04,105376.9,106000.0,104179.0,104696.86,14034.89482,1476928482.368878,2274464,6979.9491,734803757.4185839,Bitcoin
2025-06-04,2593.35,2679.88,2583.5,2607.68,502494.8214,1321537606.684948,2754319,260366.5898,685080028.877307,Ethereum
2025-06-05,104696.86,105909.71,100372.26,101508.68,22321.50154,2301567892.5305448,3963295,10005.36019,1031668517.0427113,Bitcoin
2025-06-05,2607.68,2640.86,2391.66,2414.01,808938.0344,2047572739.901186,4181206,378086.6913,958339246.4607272,Ethereum
2025-06-06,101508.69,105333.0,101095.8,104288.44,15839.07385,1642382404.9355752,2709327,7655.60679,793575821.4357933,Bitcoin
2025-06-06,2414.02,2531.36,2381.49,2476.1,578843.4974,1428256037.775954,3246760,290586.021,717257126.5020311,Ethereum
2025-06-07,104288.43,105900.0,103871.09,105552.15,8344.93206,877915380.954823,1402494,3970.01912,417664199.1912712,Bitcoin
2025-06-07,2476.1,2544.36,2457.0,2524.63,264787.6743,662320802.305284,1587509,135613.3419,339037471.977697,Ethereum
2025-06-08,105552.15,106488.14,104964.14,105734.0,8048.06305,850887129.4282976,1295154,4361.42266,461098506.088324,Bitcoin
2025-06-08,2524.64,2548.63,2490.58,2509.83,266474.7139,670516749.0596551,1401175,135061.7873,339794332.050441,Ethereum
2025-06-09,105734.01,110530.17,105318.37,110263.02,19975.37451,2154922022.221173,2839846,10623.88217,1146790065.5135615,Bitcoin
2025-06-09,2509.84,2693.99,2477.73,2680.13,568726.3025,1458505754.33474,2896758,303579.9958,779517686.5498569,Ethereum
2025-06-10,110263.02,110400.0,108331.03,110274.39,17071.82839,1867620550.1921728,3003420,8009.29581,876411274.3969488,Bitcoin
2025-06-10,2680.13,2827.0,2655.61,2816.4,1138405.4775,3115655145.472068,5277581,605348.556,1656990975.326069,Ethereum
2025-06-11,110274.39,110392.01,108064.0,108645.12,13115.91638,1434884639.7506304,2667014,6030.96867,659947218.0033869,Bitcoin
2025-06-11,2816.41,2879.22,2743.75,2771.61,850210.9324,2388186204.977766,4906906,410413.9413,1153264237.421366,Ethereum
2025-06-12,108645.13,108813.55,105671.72,105671.73,17778.67218,1908309274.0868344,3517420,8291.22648,890420511.4704415,Bitcoin
2025-06-12,2771.6,2784.83,2616.24,2642.65,699593.3757,1905633561.097528,4172997,343802.7294,937069085.599158,Ethereum
2025-06-13,105671.74,106179.53,102664.31,106066.59,26180.81734,2735461890.6929703,5452577,12793.70705,1337300355.9952192,Bitcoin
2025-06-13,2642.66,2645.45,2436.98,2579.19,1202176.2972,3033896895.562154,6026303,570084.1354,1438866069.089298,Ethereum
2025-06-14,106066.59,106252.0,104300.0,105414.64,8798.93969,925568614.1784064,1521776,3848.55498,405001275.9262716,Bitcoin
2025-06-14,2579.19,2579.43,2488.72,2530.76,331438.9278,838399986.4601071,1988958,155289.4372,393033307.094926,Ethereum
2025-06-15,105414.63,106128.57,104494.53,105594.01,7164.20047,754596887.8748003,1564768,3356.46912,353608577.6853774,Bitcoin
2025-06-15,2530.77,2559.51,2492.0,2547.61,299701.6624,758742736.7676231,1846489,153252.4073,388090718.363716,Ethereum
2025-06-16,105594.02,108952.38,104980.37,106794.53,14922.6654,1599849840.7325244,2928998,7442.34921,797865030.1366178,Bitcoin
2025-06-16,2547.62,2680.34,2514.85,2544.17,680429.988,1774646762.471706,3434185,348962.3301,910684719.14748,Ethereum
2025-06-17,106794.53,107771.34,103371.02,104551.17,17866.33025,1883173484.8991,3723010,8082.6529,852365443.211356,Bitcoin
2025-06-17,2544.17,2618.6,2453.8,2509.95,715930.4081,1815306987.093816,4017130,359536.2104,912037726.6654792,Ethereum
2025-06-18,104551.17,105550.27,103500.0,104886.78,13968.64167,1461383024.362209,3468170,6656.31474,696386846.6904296,Bitcoin
2025-06-18,2509.95,2548.42,2465.78,2525.0,504532.1818,1266177014.470926,3243812,250381.7951,628614334.113376,Ethereum
2025-06-19,104886.79,105226.17,103929.27,104658.59,7678.60737,803402575.962045,1718045,3583.19736,374871407.4107335,Bitcoin
2025-06-19,2525.0,2546.91,2485.03,2521.12,252646.059,636251233.0103929,1667327,122131.8125,307645921.480362,Ethereum
2025-06-20,104658.59,106524.65,102345.0,103297.99,16419.06283,1714411911.0114017,3029404,7113.97039,743649283.0800211,Bitcoin
2025-06-20,2521.13,2569.0,2367.36,2406.49,632027.8235,1559837109.182709,3175602,283785.5071,700887886.0366,Ethereum
2025-06-21,103297.98,103982.64,100837.9,102120.01,11154.21332,1144829784.7306418,2172578,4632.93703,475270667.42267615,Bitcoin
2025-06-21,2406.49,2448.8,2216.0,2295.73,496783.864,1167664698.578644,2825558,223536.0109,525577801.093422,Ethereum
2025-06-22,102120.02,103399.62,98200.0,100963.87,28746.41072,2892695407.808688,5121309,13142.02965,1322387353.31664,Bitcoin
2025-06-22,2295.72,2314.48,2111.89,2227.7,840155.8295,1865382440.303028,5203723,410219.4606,910717903.71948,Ethereum
2025-06-23,100963.87,106074.2,99613.33,105333.93,27666.50609,2836166831.044449,4944207,13408.20163,1375654853.258466,Bitcoin
2025-06-23,2227.7,2438.68,2188.0,2411.66,744583.8003,1707539521.027113,4477307,367124.3462,842382247.3632659,Ethereum
2025-06-24,105333.94,106290.0,104622.02,106083.0,14651.69335,1543451113.4563613,2973481,6848.32158,721631005.2893264,Bitcoin
2025-06-24,2411.66,2482.04,2376.11,2448.45,516760.6621,1252322606.094842,3133356,255502.6802,619378004.307767,Ethereum
2025-06-25,106083.0,108135.3,105808.03,107340.58,16701.15551,1789545470.94629,2988892,8576.13709,919352853.806412,Bitcoin
2025-06-25,2448.46,2468.69,2389.69,2418.49,414894.7387,1007574107.706431,2776920,206517.9982,501745009.719739,Ethereum
2025-06-26,107340.59,108272.45,106562.5,106947.06,10573.27279,1136093974.6816013,2597742,4983.08998,535471528.1944927,Bitcoin
2025-06-26,2418.5,2520.92,2394.32,2415.96,463704.0261,1138310757.584065,2978926,234924.0215,577384294.658558,Ethereum
2025-06-27,106947.06,107735.34,106356.76,107047.59,12232.44042,1308420348.9100096,2304499,4862.2801,520251258.3787664,Bitcoin
2025-06-27,2415.96,2463.54,2382.53,2423.17,381474.766,927024811.54842,2112477,163666.228,397737067.6886271,Ethereum
2025-06-28,107047.58,107577.75,106811.51,107296.79,3282.17352,352025390.60311353,653305,1514.41959,162441164.0132396,Bitcoin
2025-06-28,2423.17,2447.8,2405.81,2435.62,155814.9859,378310903.948948,855656,75110.0135,182401886.244142,Ethereum
2025-06-29,107296.79,108528.5,107172.52,108356.93,6831.7364,736708189.9495683,1223202,3771.10895,406653127.0920804,Bitcoin
2025-06-29,2435.62,2525.0,2412.0,2500.09,284291.8057,700329421.976834,1370707,147274.8033,363091989.66193295,Ethereum
2025-06-30,108356.93,108789.99,106733.33,107146.5,9754.12491,1050407152.345058,1773485,4331.3813,466474537.7882122,Bitcoin
2025-06-30,2500.09,2524.3,2431.0,2485.47,440455.714,1093515997.924797,2333352,224857.1016,558417620.2177631,Ethereum
2025-07-01,107146.51,107540.0,105250.85,105681.14,10505.62437,1117432945.8926363,2013289,4648.91727,494549276.18377846,Bitcoin
2025-07-01,2485.47,2500.8,2386.52,2405.01,351951.0868,858543228.334264,1978858,158891.8622,387699992.1451,Ethereum
2025-07-02,105681.13,109730.0,105100.19,108849.6,17691.89592,1915699005.8772893,2444708,9248.43029,1002261738.2088752,Bitcoin
2025-07-02,2405.01,2619.28,2373.0,2570.41,634967.0337,1599878809.253887,2717139,323198.0206,814743086.674377,Ethereum
2025-07-03,108849.59,110529.18,108530.4,109584.78,13047.08225,1429459048.638326,2568944,6961.89686,763022147.911677,Bitcoin
2025-07-03,2570.41,2635.5,2556.12,2591.25,504943.6592,1308429372.972785,2506227,261017.406,676592013.259716,Ethereum
2025-07-04,109584.77,109767.59,107245.0,107984.24,11793.86615,1276215111.6683652,1975212,4787.79822,518313226.966756,Bitcoin
2025-07-04,2591.26,2603.17,2474.24,2508.04,452593.02,1142275937.968202,1980591,198158.5551,500628761.729327,Ethereum
2025-07-05,107984.25,108420.56,107756.31,108198.12,3736.9757,403928702.1967476,710020,1803.68528,194976807.36330116,Bitcoin
2025-07-05,2508.04,2529.81,2487.95,2516.41,157198.0958,394906375.017766,911950,79575.3002,199902327.125929,Ethereum
2025-07-06,108198.12,109700.0,107800.01,109203.84,6447.607,700733299.51122,1256591,3209.35902,348780644.233174,Bitcoin
2025-07-06,2516.42,2605.0,2503.5,2570.35,277593.6319,707971625.070802,1375995,138516.8522,353423928.298894,Ethereum
2025-07-07,109203.85,109700.0,107513.2,108262.94,9405.37601,1020848316.053704,1961940,3920.92229,425664101.8022387,Bitcoin
2025-07-07,2570.35,2590.57,2512.0,2542.29,315707.5272,805370144.473485,1985043,155551.5678,396828929.46014494,Ethereum
2025-07-08,108262.94,109216.56,107429.57,108922.98,9216.0208,1000112813.4398944,1723244,4371.98866,474674358.9974899,Bitcoin
2025-07-08,2542.3,2628.21,2523.59,2615.25,370915.7321,957180096.783727,1899797,193484.7421,499495444.93014896,Ethereum
2025-07-09,108922.99,111999.79,108324.53,111233.99,17282.2865,1902054744.194924,2328484,8935.70327,983405508.7482138,Bitcoin
2025-07-09,2615.25,2795.74,2589.78,2768.74,686119.3772,1844561572.9065995,2997546,357355.9972,961263657.537834,Ethereum
2025-07-10,111234.0,116868.0,110500.0,116010.0,24883.450665,2826460280.445224,3227017,12900.135467,1465777460.9410756,Bitcoin
2025-07-10,2768.74,3000.0,2755.5,2951.29,951896.07,2707997922.265638,4235042,489489.5943,1391543272.394588,Ethereum
2025-07-11,116010.01,118869.98,115222.22,117527.66,25873.521148,3039521803.027247,3708194,12502.931168,1468374333.9502125,Bitcoin
2025-07-11,2951.29,3040.15,2913.75,2958.22,906839.1689,2704484897.471723,4434934,446642.8472,1332154807.314855,Ethereum
2025-07-12,117527.66,118200.0,116900.05,117420.0,8446.60437,993093353.4068904,1441851,3784.55219,444996040.90597874,Bitcoin
2025-07-12,2958.21,2979.78,2903.85,2943.28,348884.8877,1027324169.831482,1690700,169290.3063,498560502.191284,Ethereum
2025-07-13,117420.0,119488.0,117224.79,119086.64,9550.792947,1132096857.0116916,1650283,4766.474307,565024389.3723919,Bitcoin
2025-07-13,2943.29,3020.31,2936.49,2972.03,357333.5016,1063507989.977405,1778200,181359.7935,539737375.12212,Ethereum
2025-07-14,119086.65,123218.0,118905.18,119841.18,27269.348877,3299746181.077073,4076133,14099.580747,1705505292.664724,Bitcoin
2025-07-14,2972.03,3083.0,2962.81,3013.62,815552.6496,2470137078.017986,3706161,386886.2252,1172067555.150503,Ethereum
2025-07-15,119841.17,119940.83,115736.92,117758.09,32018.46083,3755258445.553272,3805374,15667.30508,1837578524.9238648,Bitcoin
2025-07-15,3013.61,3144.14,2932.46,3137.89,863583.7377,2610352115.953149,4317422,452826.4011,1369794578.661733,Ethereum
2025-07-16,117758.08,120063.84,117017.29,118630.43,17039.90851,2023850383.723488,2429625,8355.96881,992430971.3675904,Bitcoin
2025-07-16,3137.9,3425.0,3101.0,3371.35,1135950.5831,3699155067.268267,4381562,586498.6429,1907885299.313174,Ethereum
2025-07-17,118630.44,120998.71,117453.57,119177.56,15728.57651,1869114355.1231644,2347985,7696.17927,914659207.5744278,Bitcoin
2025-07-17,3371.35,3523.44,3310.77,3476.87,974065.8264,3331779733.255004,5025581,483988.5692,1656122659.302883,Ethereum
2025-07-18,119177.56,120820.71,116812.76,117924.84,19924.66266,2367355518.470308,2805236,8951.37863,1063782057.4785626,Bitcoin
2025-07-18,3476.88,3673.84,3458.68,3546.92,1163823.3977,4180688128.221824,5566028,568849.4755,2043472787.034766,Ethereum
2025-07-19,117924.84,118499.9,117277.34,117840.0,6635.80306,783327898.4969696,1133382,2978.3832,351626384.05029035,Bitcoin
2025-07-19,3546.92,3608.3,3506.79,3592.01,381791.9213,1360031951.337076,2217328,178344.0076,635470858.679646,Ethereum
2025-07-20,117840.01,118856.8,116467.02,117265.12,12962.92889,1528864683.816082,1615935,6581.33371,776457462.9818255,Bitcoin
2025-07-20,3592.0,3824.56,3579.13,3756.69,852356.5533,3170505338.400095,3794627,443544.9313,1649205513.376342,Ethereum
2025-07-21,117265.11,119676.73,116515.0,117380.36,17107.33128,2020783266.9633648,2509543,8426.31812,995117241.6679094,Bitcoin
2025-07-21,3756.69,3860.0,3701.01,3762.33,812074.0534,3070256408.919716,4156350,385711.4986,1458766820.895454,Ethereum
2025-07-22,117380.36,120247.8,116128.0,119954.42,20959.12973,2481252763.6519103,2778733,10811.45507,1280627214.6285224,Bitcoin
2025-07-22,3762.32,3798.65,3616.54,3746.21,870127.3864,3216022611.720179,4455526,418929.4808,1548480285.714007,Ethereum
2025-07-23,119954.43,120090.0,117301.0,118755.99,14558.75083,1722126986.886661,2101404,7070.08701,836266328.744683,Bitcoin
2025-07-23,3746.21,3764.2,3527.0,3628.29,800259.4025,2907900644.9202952,3761894,369083.3537,1341700552.416428,Ethereum
2025-07-24,118756.0,119450.0,117103.1,118340.99,15806.89043,1873181653.2018075,2081435,7651.73992,906619084.6035932,Bitcoin
2025-07-24,3628.29,3771.0,3502.85,3706.94,749459.495,2743326751.987169,3752613,372725.3177,1364487144.845279,Ethereum
2025-07-25,118340.98,118451.57,114723.16,117614.31,38406.34873,4456778786.620495,3282355,17042.77355,1977873720.8964725,Bitcoin
2025-07-25,3706.95,3747.0,3573.76,3724.96,764606.7261,2799663682.731906,4083119,370298.007,1356082362.396368,Ethereum
2025-07-26,117614.31,118297.35,117138.38,117919.99,6991.67206,823629079.7493103,790372,3167.88355,373290310.2164352,Bitcoin
2025-07-26,3724.97,3793.0,3697.66,3741.1,407259.7024,1525422085.066145,1720495,204826.1817,767464713.633392,Ethereum
2025-07-27,117919.99,119766.65,117825.5,119415.55,9328.30919,1107883542.1607983,1095080,5238.30358,622261561.2507277,Bitcoin
2025-07-27,3741.11,3879.82,3731.0,3872.1,457352.4605,1744992440.585528,2299384,230309.3217,878880700.3788259,Ethereum
2025-07-28,119415.56,119800.0,117427.5,118062.32,13961.74754,1655882235.896518,1824777,7224.91774,857128354.2234088,Bitcoin
2025-07-28,3872.11,3941.0,3754.0,3799.0,620994.7463,2387363538.135913,3161770,304037.6074,1169796792.116981,Ethereum
2025-07-29,118062.32,119273.36,116950.75,117950.76,15137.93445,1788682083.6856463,1956694,7988.93736,944162800.0745872,Bitcoin
2025-07-29,3799.0,3886.44,3716.04,3793.79,584210.4393,2218694085.767802,3121489,286292.4572,1088086275.201961,Ethereum
2025-07-30,117950.75,118792.0,115796.23,117840.3,15586.73631,1832696878.2229853,1997369,7803.61434,917632890.2336526,Bitcoin
2025-07-30,3793.79,3834.03,3677.65,3810.0,525424.9003,1984744001.4884088,3128399,248999.4482,941064351.695855,Ethereum
2025-07-31,117840.29,118922.45,115500.0,115764.08,17010.0073,2002870016.7022424,1859532,8313.51616,979519362.0685424,Bitcoin
2025-07-31,3810.0,3878.67,3684.33,3698.39,516088.4503,1961880275.4025471,2754480,245555.2293,934297246.777987,Ethereum
2025-08-01,115764.07,116052.0,112722.58,113297.93,24487.10206,2810268577.1513696,4160829,11487.2212,1318593418.0612547,Bitcoin
